date,symbol,cashAndCashEquivalents,propertyPlantEquipmentNet,totalDebt,mktCap,industry,sector,image,isActivelyTrading,ebit,workingCapital,Security Name,Exchange,enterpriseValue,earningsYield,returnOnCapital,rocRank,yieldRank,rankSum,overallRank
2024-12-31,DOW,2189000000.0,23272000000.0,17645000000.0,21898584760.0,Chemicals,Basic Materials,https://images.financialmodelingprep.com/symbol/DOW.png,True,1624000000.0,5742000000.0,Dow Inc. Common Stock ,NYSE,37354584760.0,4.347525238023821,5.597297856207349,2265.0,1808.0,4073.0,2146.0
2024-12-31,SFL,134551000.0,3552298000.0,2839462000.0,1248726130.0,Marine Shipping,Industrials,https://images.financialmodelingprep.com/symbol/SFL.png,True,170954000.0,-511839000.0,SFL Corporation Ltd,NYSE,3953637130.0,4.323967890295486,5.622637897764778,2260.0,1815.0,4075.0,2148.0
2024-12-31,RAPT,169735000.0,4700000.0,4492000.0,116255572.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/RAPT.png,True,-136101000.0,186885000.0,"RAPT Therapeutics, Inc. - Common Stock",NASDAQ,-48987428.0,277.8284256932207,-71.03948638985307,3979.0,96.0,4075.0,2148.0
2024-12-31,VERB,7617000.0,671000.0,464000.0,6467343.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/VERB.png,True,-10183000.0,12174000.0,"Verb Technology Company, Inc. - Common Stock",NASDAQ,-685657.0,1485.144904813923,-79.27598287271312,4044.0,31.0,4075.0,2148.0
2025-01-31,VEEV,1118785000.0,119775000.0,75775000.0,39343613760.0,Medical - Healthcare Information Services,Healthcare,https://images.financialmodelingprep.com/symbol/VEEV.png,True,691435000.0,4910398000.0,Veeva Systems Inc. Class A Common Stock,NYSE,38300603760.0,1.805284857472962,13.745749897667537,1663.0,2413.0,4076.0,2151.0
2024-12-31,PRGO,558800000.0,1093000000.0,3618100000.0,3710504230.0,Drug Manufacturers - Specialty & Generic,Healthcare,https://images.financialmodelingprep.com/symbol/PRGO.png,True,226300000.0,1459200000.0,Perrigo Company plc Ordinary Shares,NYSE,6769804230.0,3.342784995128286,8.866859963952669,1979.0,2097.0,4076.0,2151.0
2024-12-31,BC,269000000.0,1413300000.0,2511700000.0,3444437496.0,Auto - Recreational Vehicles,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/BC.png,True,193400000.0,837700000.0,Brunswick Corporation Common Stock,NYSE,5687137496.0,3.4006563079585517,8.591737005775212,2002.0,2076.0,4078.0,2153.0
2024-12-31,OSCR,1527186000.0,66793000.0,299555000.0,3683462260.0,Medical - Healthcare Plans,Healthcare,https://images.financialmodelingprep.com/symbol/OSCR.png,True,166515000.0,-4148576000.0,"Oscar Health, Inc. Class A Common Stock",NYSE,2455831260.0,6.780392558404033,-4.079467232824479,2901.0,1178.0,4079.0,2154.0
2024-12-31,SMXT,786333.0,3379867.0,34842520.0,52707556.0,Solar,Energy,https://images.financialmodelingprep.com/symbol/SMXT.png,True,-31732770.0,-13790163.0,Solarmax Technology Inc. - Common Stock,NASDAQ,86763743.0,-36.57376791593696,304.821015656039,143.0,3937.0,4080.0,2155.0
2024-03-31,CPBI,11454000.0,5867000.0,303000.0,62910417.0,Shell Companies,Financial Services,https://images.financialmodelingprep.com/symbol/CPBI.png,True,2496000.0,64439000.0,"Central Plains Bancshares, Inc. - Common Stock",NASDAQ,51759417.0,4.8223108849931595,3.550194862458396,2421.0,1660.0,4081.0,2156.0
2024-12-31,ONBPO,1227968000.0,588970000.0,5142177000.0,8186530821.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/ONBPO.png,True,513868000.0,8240032000.0,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",NASDAQ,12100739821.0,4.246583329625992,5.820227473048482,2242.0,1839.0,4081.0,2156.0
2023-12-31,PSNY,768927000.0,384798000.0,3575144000.0,2300281484.0,Auto - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/PSNY.png,True,-391648000.0,-1353758000.0,Polestar Automotive Holding UK Limited - Class A ADS,NASDAQ,5106498484.0,-7.669599848646504,40.41941875825628,769.0,3313.0,4082.0,2158.0
2024-12-31,RVSNW,17238000.0,894000.0,522000.0,5743176.0,Railroads,Industrials,https://images.financialmodelingprep.com/symbol/RVSNW.png,True,-11403000.0,17025000.0,Rail Vision Ltd. - Warrant,NASDAQ,-10972824.0,103.92037637712954,-63.63636363636363,3919.0,165.0,4084.0,2159.0
2024-12-31,ONBPP,1227968000.0,588970000.0,5142177000.0,7916482747.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/ONBPP.png,True,504744000.0,8240032000.0,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",NASDAQ,11830691747.0,4.266394652096246,5.716886234706935,2249.0,1835.0,4084.0,2159.0
2024-03-31,VTGN,119166000.0,2255000.0,2120000.0,66960072.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/VTGN.png,True,-52837300.0,80320000.0,"Vistagen Therapeutics, Inc. - Common Stock",NASDAQ,-50085928.0,105.49330342846,-63.98704208295489,3924.0,164.0,4088.0,2161.0
2024-12-31,CWH,208422000.0,1586112000.0,3642460000.0,1030519665.0,Auto - Dealerships,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/CWH.png,True,161864000.0,509311000.0,"Camping World Holdings, Inc. Class A Common Stock",NYSE,4464557665.0,3.6255327435668816,7.7246455727554775,2069.0,2019.0,4088.0,2161.0
2024-12-31,SRE,1416000000.0,62614000000.0,35848000000.0,49349703900.0,Diversified Utilities,Utilities,https://images.financialmodelingprep.com/symbol/SRE.png,True,3493000000.0,-4269000000.0,DBA Sempra Common Stock,NYSE,83781703900.0,4.169168013304155,5.986802639472106,2224.0,1866.0,4090.0,2163.0
2024-12-31,SWVL,4958983.0,690414.0,1205267.0,33766740.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/SWVL.png,True,-9166342.0,-5587388.0,Swvl Holdings Corp - Ordinary Shares,NASDAQ,30013024.0,-30.54121437413304,187.18379962809686,220.0,3871.0,4091.0,2164.0
2024-12-31,MSGM,859271.0,106441.0,47408.0,12086711.0,Electronic Gaming & Multimedia,Technology,https://images.financialmodelingprep.com/symbol/MSGM.png,True,-2927312.0,-2225300.0,Motorsport Games Inc. - Class A Common Stock,NASDAQ,11274848.0,-25.96320588978228,138.15511084031547,279.0,3812.0,4091.0,2164.0
2024-12-31,INV,11119000.0,1414000.0,28279000.0,209623035.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/INV.png,True,-97424000.0,-20386000.0,"Innventure, Inc. - Common Stock",NASDAQ,226783035.0,-42.95912169973384,513.5146531730971,87.0,4006.0,4093.0,2166.0
2024-12-31,MDAI,5157000.0,1973000.0,4690000.0,35016600.0,Medical - Devices,Healthcare,https://images.financialmodelingprep.com/symbol/MDAI.png,True,-11410000.0,-7522000.0,"Spectral AI, Inc. - Class A Common Stock",NASDAQ,34549600.0,-33.024984370296615,205.62263470895655,197.0,3896.0,4093.0,2166.0
2024-12-31,SCL,99665000.0,1269931000.0,682831000.0,1261229424.0,Chemicals - Specialty,Basic Materials,https://images.financialmodelingprep.com/symbol/SCL.png,True,79006000.0,157676000.0,Stepan Company Common Stock,NYSE,1844395424.0,4.283571677306439,5.534156108789044,2271.0,1825.0,4096.0,2168.0
2024-12-31,ASPS,29811000.0,2944000.0,233862000.0,77078760.0,Real Estate - Services,Real Estate,https://images.financialmodelingprep.com/symbol/ASPS.png,True,2549000.0,12732000.0,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,281129760.0,0.9066987429577005,16.260525644297015,1527.0,2571.0,4098.0,2169.0
2024-12-31,NAGE,44508000.0,3449000.0,2651000.0,739647483.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/NAGE.png,True,7726000.0,46154000.0,"Niagen Bioscience, Inc. - Common Stock",NASDAQ,697790483.0,1.1072091391650578,15.57567082636131,1563.0,2536.0,4099.0,2170.0
2024-12-26,FND,187669000.0,3117825000.0,1686558000.0,9017382800.0,Home Improvement,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/FND.png,True,321593000.0,277994000.0,"Floor & Decor Holdings, Inc. Common Stock",NYSE,10516271800.0,3.0580514284539504,9.470263285528468,1933.0,2168.0,4101.0,2171.0
2024-12-31,PLYA,189278000.0,1374330000.0,1077386000.0,1652064590.0,"Gambling, Resorts & Casinos",Consumer Cyclical,https://images.financialmodelingprep.com/symbol/PLYA.png,True,103622000.0,323881000.0,Playa Hotels & Resorts N.V. - Ordinary Shares,NASDAQ,2540172590.0,4.079329113617433,6.1018330466591015,2210.0,1891.0,4101.0,2171.0
2024-12-31,MYRG,3464000.0,320874000.0,119994000.0,2480388212.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/MYRG.png,True,63049000.0,229481000.0,"MYR Group, Inc. - Common Stock",NASDAQ,2596918212.0,2.4278392638112085,11.456060179338792,1802.0,2300.0,4102.0,2173.0
2024-12-31,TYGO,11746000.0,4388000.0,42121000.0,57055010.0,Solar,Energy,https://images.financialmodelingprep.com/symbol/TYGO.png,True,-46377000.0,-6543000.0,"Tigo Energy, Inc. - Common Stock",NASDAQ,87430010.0,-53.04471542437202,2152.0649651972158,22.0,4083.0,4105.0,2174.0
2024-12-31,VET,131730000.0,5242747000.0,1018447000.0,1028037600.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/VET.png,True,97744000.0,-28264000.0,Vermilion Energy Inc. Common (Canada),NYSE,1914754600.0,5.104779484535512,1.8744715439670625,2538.0,1568.0,4106.0,2175.0
2024-12-31,CBAN,26045000.0,37831000.0,248039000.0,282504272.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/CBAN.png,True,11956000.0,64845000.0,"Colony Bankcorp, Inc. Common Stock",NYSE,504498272.0,2.3698792768114774,11.644395964003271,1795.0,2311.0,4106.0,2175.0
2024-12-31,PCH,151551000.0,408913000.0,1034652000.0,3171348600.0,REIT - Specialty,Real Estate,https://images.financialmodelingprep.com/symbol/PCH.png,True,68158000.0,88805000.0,PotlatchDeltic Corporation - Common Stock,NASDAQ,4054449600.0,1.6810666483559198,13.694099871814963,1669.0,2438.0,4107.0,2177.0
2023-12-31,ZEOWW,8022306.0,4053988.0,2970429.0,432212.0,Solar,Energy,https://images.financialmodelingprep.com/symbol/ZEOWW.png,True,-6543528.0,5575766.0,Zeo Energy Corporation - Warrants,NASDAQ,-4619665.0,141.64507599577024,-67.95114392330271,3961.0,147.0,4108.0,2178.0
2024-12-31,TMCWW,3480000.0,6513000.0,11775000.0,237104005.0,Industrial Materials,Basic Materials,https://images.financialmodelingprep.com/symbol/TMCWW.png,True,-80670999.0,-49198000.0,TMC the metals company Inc. - Warrant,NASDAQ,245399005.0,-32.873401014808515,188.99144664402016,216.0,3893.0,4109.0,2179.0
2024-09-27,VSTS,31010000.0,744388000.0,1380402000.0,863177209.0,Rental & Leasing Services,Industrials,https://images.financialmodelingprep.com/symbol/VSTS.png,True,81715000.0,380095000.0,Vestis Corporation Common Stock,NYSE,2212569209.0,3.6932178061418552,7.266895097569283,2109.0,2002.0,4111.0,2180.0
2024-12-31,NXPL,19960000.0,4224000.0,2259000.0,15318170.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/NXPL.png,True,-22973000.0,23270000.0,NextPlat Corp - Common Stock,NASDAQ,-2382830.0,964.1057062400591,-83.55641230813995,4072.0,40.0,4112.0,2181.0
2024-12-31,SLNG,8987000.0,52138000.0,9343000.0,102279650.0,Oil & Gas Integrated,Energy,https://images.financialmodelingprep.com/symbol/SLNG.png,True,3901000.0,5077000.0,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,102635650.0,3.800823592971838,6.8181420956043,2139.0,1974.0,4113.0,2182.0
2024-12-31,ONB,1227968000.0,588970000.0,5142177000.0,8186528770.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/ONB.png,True,504744000.0,8240032000.0,Old National Bancorp - Common Stock,NASDAQ,12100737770.0,4.171183688083508,5.716886234706935,2249.0,1865.0,4114.0,2183.0
2024-12-31,TROX,151000000.0,2683000000.0,2990000000.0,914331510.0,Chemicals,Basic Materials,https://images.financialmodelingprep.com/symbol/TROX.png,True,132000000.0,-958807000.0,Tronox Holdings plc Ordinary Shares (UK),NYSE,3753331510.0,3.5168755983400994,7.655755475170123,2073.0,2044.0,4117.0,2184.0
2024-12-31,ARKOW,261758000.0,2291791000.0,2583438000.0,1754907.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/ARKOW.png,True,107051000.0,256299000.0,ARKO Corp. - Warrant,NASDAQ,2323434907.0,4.607445626192445,4.201225231447869,2386.0,1735.0,4121.0,2185.0
2024-12-31,NXPLW,19960000.0,4224000.0,2259000.0,14282275.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/NXPLW.png,True,-22967999.0,23270000.0,NextPlat Corp - Warrants,NASDAQ,-3418725.0,671.8293808364228,-83.53822288499309,4071.0,57.0,4128.0,2186.0
2024-12-31,ST,593670000.0,821653000.0,3212639000.0,4047844300.0,"Hardware, Equipment & Parts",Technology,https://images.financialmodelingprep.com/symbol/ST.png,True,198099000.0,1304633000.0,Sensata Technologies Holding plc Ordinary Shares,NYSE,6666813300.0,2.9714196436249387,9.316667654304265,1944.0,2187.0,4131.0,2187.0
2024-12-31,BCML,23138000.0,26769000.0,86764000.0,297460221.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/BCML.png,True,14471000.0,213437000.0,BayCom Corp - Common Stock,NASDAQ,361086221.0,4.007630077914272,6.024412379374371,2219.0,1913.0,4132.0,2188.0
2024-06-30,INM,6571610.0,1250000.0,962662.0,2752382.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/INM.png,True,-4220028243.0,4571101000.0,InMed Pharmaceuticals Inc. - Common Shares,NASDAQ,-2856566.0,147730.8153566205,-92.29449451715321,4132.0,2.0,4134.0,2189.0
2024-12-31,HVT,120034000.0,377033000.0,218379000.0,339447990.0,Home Improvement,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/HVT.png,True,20087000.0,104092000.0,"Haverty Furniture Companies, Inc. Common Stock",NYSE,437792990.0,4.588241579656175,4.175006495193557,2390.0,1745.0,4135.0,2190.0
2024-12-31,CXDO,18193000.0,1885000.0,2118000.0,168957510.0,Telecommunications Services,Communication Services,https://images.financialmodelingprep.com/symbol/CXDO.png,True,2699000.0,19032000.0,"Crexendo, Inc. - Common Stock",NASDAQ,152882510.0,1.7654079593538856,12.903380025816322,1715.0,2420.0,4135.0,2190.0
2024-12-31,ACA,187300000.0,2129400000.0,1688900000.0,4419321533.0,Industrial - Infrastructure Operations,Industrials,https://images.financialmodelingprep.com/symbol/ACA.png,True,202800000.0,501300000.0,"Arcosa, Inc. Common Stock ",NYSE,5920921533.0,3.425142503066507,7.708974797582393,2070.0,2066.0,4136.0,2192.0
2022-12-31,ARTL,6888000.0,60000.0,63000.0,3281030.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/ARTL.png,True,-9929000.0,12507000.0,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,-3543970.0,280.1660284934692,-79.00851436301424,4041.0,95.0,4136.0,2192.0
2024-12-31,HLVX,154467000.0,12689000.0,24513000.0,94766611.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/HLVX.png,True,-143949000.0,161892000.0,"HilleVax, Inc. - Common Stock",NASDAQ,-35187389.0,409.0925871197775,-82.45398983852768,4063.0,77.0,4140.0,2194.0
2024-12-31,MVBF,317913000.0,12475000.0,73787000.0,240531897.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/MVBF.png,True,-202999.0,729553000.0,MVB Financial Corp. - Common Stock,NASDAQ,-3594103.0,5.648113034044934,-0.027357323443320196,2710.0,1431.0,4141.0,2195.0
2024-12-31,GATX,401600000.0,10668400000.0,8405700000.0,5313588000.0,Rental & Leasing Services,Industrials,https://images.financialmodelingprep.com/symbol/GATX.png,True,571700000.0,637800000.0,GATX Corporation Common Stock,NYSE,13317688000.0,4.292787156449378,5.056517662875237,2320.0,1821.0,4141.0,2195.0
2024-12-31,ASTE,88300000.0,181900000.0,118300000.0,952181880.0,Agricultural - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/ASTE.png,True,38900000.0,460200000.0,"Astec Industries, Inc. - Common Stock",NASDAQ,982181880.0,3.9605699099234046,6.058246379068681,2216.0,1925.0,4141.0,2195.0
2024-12-31,ORN,28316000.0,139005000.0,95339000.0,321178480.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/ORN.png,True,14369000.0,73353000.0,"Orion Group Holdings, Inc. Common",NYSE,388201480.0,3.7014284438070666,6.766403902843312,2143.0,1999.0,4142.0,2198.0
2024-12-31,CCJ,600462000.0,3286515000.0,1296012000.0,22270817720.0,Uranium,Energy,https://images.financialmodelingprep.com/symbol/CCJ.png,True,496788000.0,945560000.0,Cameco Corporation Common Stock,NYSE,22966367720.0,2.163110884823889,11.738638847373924,1790.0,2353.0,4143.0,2199.0
2024-12-31,PRMB,613700000.0,2712600000.0,5679200000.0,11970249492.0,Beverages - Non-Alcoholic,Consumer Defensive,https://images.financialmodelingprep.com/symbol/PRMB.png,True,339000000.0,86700000.0,Primo Brands Corporation Class A Common Stock,NYSE,17035749492.0,1.9899329944901727,12.110170399742792,1763.0,2380.0,4143.0,2199.0
2024-12-31,NXTC,27727000.0,8721000.0,5949000.0,12182202.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/NXTC.png,True,-52412000.0,53157000.0,"NextCure, Inc. - Common Stock",NASDAQ,-9595798.0,546.1974084906748,-84.70215585506965,4079.0,65.0,4144.0,2201.0
2024-12-31,IVA,96563000.0,5005000.0,54329000.0,335775024.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/IVA.png,True,-178578000.0,-9220000.0,Inventiva S.A. - American Depository Shares,NASDAQ,293541024.0,-60.835789685056085,4236.725978647687,11.0,4133.0,4144.0,2201.0
2024-12-31,HOOK,39684000.0,1064000.0,875000.0,16324400.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/HOOK.png,True,-43607000.0,56012000.0,HOOKIPA Pharma Inc. - Common Stock,NASDAQ,-22484600.0,193.94163116088345,-76.40163991870489,4021.0,124.0,4145.0,2203.0
2024-12-31,ARKO,261758000.0,2291791000.0,2583438000.0,590286900.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/ARKO.png,True,126388000.0,276718000.0,ARKO Corp. - Common Stock,NASDAQ,2911966900.0,4.340296587849264,4.920675769483386,2336.0,1809.0,4145.0,2203.0
2024-12-31,CARE,131171000.0,74329000.0,70000000.0,364985840.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/CARE.png,True,15221000.0,834389000.0,"Carter Bankshares, Inc. - Common Stock",NASDAQ,303814840.0,5.009959355507453,1.6749970838037764,2552.0,1593.0,4145.0,2203.0
2024-12-31,NIXX,2532990.0,8700.0,1198617.0,38710776.0,Staffing & Employment Services,Industrials,https://images.financialmodelingprep.com/symbol/NIXX.png,True,-21932524.0,-1210208.0,"Nixxy, Inc. - Common Stock",NASDAQ,37376403.0,-58.68013569952143,1825.416393398962,25.0,4121.0,4146.0,2206.0
2024-12-31,GSM,132973000.0,469056000.0,198820000.0,757701560.0,Industrial Materials,Basic Materials,https://images.financialmodelingprep.com/symbol/GSM.png,True,36713000.0,368990000.0,Ferroglobe PLC - Ordinary Shares,NASDAQ,823548560.0,4.457903490232561,4.3807857802555,2374.0,1776.0,4150.0,2207.0
2024-12-31,STRO,190304000.0,35867000.0,23154000.0,73481418.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/STRO.png,True,-194028000.0,211417000.0,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,-93668582.0,207.14309521628076,-78.46362886397826,4036.0,116.0,4152.0,2208.0
2024-12-31,CABA,163962000.0,16078000.0,15600000.0,65458599.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/CABA.png,True,-115116000.0,139589000.0,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,-82903401.0,138.8555820526591,-73.95016284761702,4003.0,149.0,4152.0,2208.0
2024-12-31,IRM,155716000.0,10121492000.0,16369312000.0,28896609360.0,REIT - Specialty,Real Estate,https://images.financialmodelingprep.com/symbol/IRM.png,True,1004273000.0,-1090549000.0,Iron Mountain Incorporated (Delaware)Common Stock REIT,NYSE,45110205360.0,2.2262656354264934,11.120355869813373,1816.0,2338.0,4154.0,2210.0
2024-12-31,VFS,3306793000000.0,83829740000000.0,146396473000000.0,8770547625.0,Auto - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/VFS.png,True,-61208054000000.0,-106727279000000.0,VinFast Auto Ltd. - Ordinary Shares,NASDAQ,143098450547625.0,-42.77338696943415,267.31280597447613,159.0,4000.0,4159.0,2211.0
2024-12-31,CVBF,205178000.0,27543000.0,500000000.0,2774885400.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/CVBF.png,True,132402000.0,2723047000.0,CVB Financial Corporation - Common Stock,NASDAQ,3069707400.0,4.313179816421591,4.813585448940046,2342.0,1817.0,4159.0,2211.0
2024-12-31,CNTB,78232000.0,4237000.0,178000.0,44412196.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/CNTB.png,True,-74695708.0,88499000.0,Connect Biopharma Holdings Limited - American Depositary Shares,NASDAQ,-33641804.0,222.0324094391609,-80.5466140441684,4054.0,106.0,4160.0,2213.0
2024-12-31,VFSWW,3306793000000.0,83829740000000.0,146396473000000.0,693925728.0,Auto - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/VFSWW.png,True,-61208054000000.0,-106727279000000.0,VinFast Auto Ltd. - Warrant,NASDAQ,143090373925728.0,-42.77580127910662,267.31280597447613,159.0,4001.0,4160.0,2213.0
2024-06-30,AMCR,588000000.0,4330000000.0,7187000000.0,21531875600.0,Packaging & Containers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/AMCR.png,True,719614610.0,2762000000.0,Amcor plc Ordinary Shares,NYSE,28130875600.0,2.5580953121843106,10.14685011280316,1891.0,2269.0,4160.0,2213.0
2024-12-31,RLYB,13903000.0,267000.0,154000.0,12521653.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/RLYB.png,True,-60496000.0,61599000.0,Rallybio Corporation - Common Stock,NASDAQ,-1227347.0,4929.005407598666,-97.78553648207416,4155.0,6.0,4161.0,2216.0
2024-12-31,DAVE,49718000.0,1211000.0,75554000.0,2293471425.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/DAVE.png,True,33142000.0,247211000.0,Dave Inc.  - Class A Common Stock,NASDAQ,2319307425.0,1.428961061511714,13.341008445306777,1690.0,2476.0,4166.0,2217.0
2024-12-31,GXO,413000000.0,3489000000.0,5176000000.0,4667151010.0,Integrated Freight & Logistics,Industrials,https://images.financialmodelingprep.com/symbol/GXO.png,True,259000000.0,-741000000.0,"GXO Logistics, Inc. Common Stock ",NYSE,9430151010.0,2.746509570476115,9.42503639010189,1936.0,2231.0,4167.0,2218.0
2024-12-31,BLBX,17036.0,6310.0,304766.0,11853442.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/BLBX.png,True,-3269035.0,-3095113.0,Blackboxstocks Inc. - Common Stock,NASDAQ,12141172.0,-26.925201290287298,105.83501116775658,345.0,3825.0,4170.0,2219.0
2024-12-31,MNY,42522000.0,959000.0,736000.0,30178170.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/MNY.png,True,-40671001.0,46135000.0,MoneyHero Limited - Class A Ordinary Shares,NASDAQ,-11607830.0,350.3755740737072,-86.36132203677751,4094.0,84.0,4178.0,2220.0
2024-12-31,LOAN,178012.0,154039000.0,22548008.0,58476922.0,REIT - Mortgage,Real Estate,https://images.financialmodelingprep.com/symbol/LOAN.png,True,3937657.0,47537660.0,"Manhattan Bridge Capital, Inc - Common Stock",NASDAQ,80846918.0,4.870509720605552,1.9534290329049009,2532.0,1647.0,4179.0,2221.0
2024-10-31,CM,56031000000.0,3359000000.0,208493000000.0,59862256640.0,Banks - Diversified,Financial Services,https://images.financialmodelingprep.com/symbol/CM.png,True,8073000000.0,127572000000.0,Canadian Imperial Bank of Commerce Common Stock,NYSE,212324256640.0,3.802203350551667,6.165843077651587,2207.0,1973.0,4180.0,2222.0
2024-12-31,FOLD,213752000.0,51661000.0,443644000.0,1912251510.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/FOLD.png,True,45399000.0,357909000.0,"Amicus Therapeutics, Inc. - Common Stock",NASDAQ,2142143510.0,2.1193257962441554,11.084552091217619,1820.0,2362.0,4182.0,2223.0
2024-12-31,MRSN,107750000.0,6781000.0,28598000.0,44941939.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/MRSN.png,True,-66872000.0,74446000.0,"Mersana Therapeutics, Inc. - Common Stock",NASDAQ,-34210061.0,195.47465875608933,-82.32730496017334,4062.0,121.0,4183.0,2224.0
2023-03-31,UXIN,92713000.0,148186000.0,812708000.0,3031578.0,Auto - Dealerships,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/UXIN.png,True,-323499000.0,-272647000.0,Uxin Limited - American Depositary Shares,NASDAQ,723026578.0,-44.74233864194132,259.9199749319064,162.0,4021.0,4183.0,2224.0
2024-12-31,VTS,2967000.0,752158000.0,121224000.0,852975462.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/VTS.png,True,39390000.0,-26167000.0,"Vitesse Energy, Inc. Common Stock",NYSE,971232462.0,4.0556716894415334,5.42568709529457,2282.0,1902.0,4184.0,2226.0
2024-12-31,SABSW,8897966.0,19921138.0,4668909.0,232222.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/SABSW.png,True,-33786905.0,15812629.0,"SAB Biotherapeutics, Inc. - Warrant",NASDAQ,-3996835.0,845.3415014630327,-94.55175828509768,4144.0,44.0,4188.0,2227.0
2024-12-31,BWBBP,234137000.0,49533000.0,452920000.0,526846080.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/BWBBP.png,True,33537000.0,917081000.0,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,745629080.0,4.497812773074784,3.469533857361884,2424.0,1767.0,4191.0,2228.0
2024-12-31,BPRN,16915000.0,39707000.0,22941000.0,223149954.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/BPRN.png,True,11815000.0,2124144000.0,"Princeton Bancorp, Inc. - Common Stock",NASDAQ,229175954.0,5.155427431972204,0.5460172627412886,2645.0,1552.0,4197.0,2229.0
2024-12-31,MBIN,476610000.0,58617000.0,4336122000.0,1493449335.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/MBIN.png,True,255427000.0,11403327000.0,Merchants Bancorp - Common Stock,NASDAQ,5352961335.0,4.771695217185798,2.2284788688550563,2519.0,1681.0,4200.0,2230.0
2024-12-31,AMWL,228316000.0,7579000.0,8201000.0,113987259.0,Medical - Healthcare Information Services,Healthcare,https://images.financialmodelingprep.com/symbol/AMWL.png,True,-172914000.0,204773000.0,American Well Corporation Class A Common Stock,NYSE,-106127741.0,162.9300674552189,-81.42800632911393,4060.0,140.0,4200.0,2230.0
