date,symbol,cashAndCashEquivalents,propertyPlantEquipmentNet,totalDebt,price,mktCap,industry,sector,image,isActivelyTrading,ebit,workingCapital,Security Name,Exchange,enterpriseValue,earningsYield,returnOnCapital,rocRank,yieldRank,rankSum,overallRank
2024-12-31,CSR,12030000.0,2543000.0,955385000.0,59.9,1002426500.0,REIT - Residential,Real Estate,https://images.financialmodelingprep.com/symbol/CSR.png,True,25084000.0,-330209000.0,D/B/A Centerspace Common Stock,NYSE,1945781500.0,1.2891478308330098,-7.655356368985491,3029.0,2507.0,5536.0,2952.0
2024-12-31,HKIT,7236798.0,744941.0,2534490.0,1.2596,26586881.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/HKIT.png,True,-146312.0,31572809.0,Hitek Global Inc. - Class A Ordinary Share,NASDAQ,21884573.0,-0.6685622790081397,-0.4527295371738441,2742.0,2794.0,5536.0,2952.0
2024-03-31,HIVE,9678000.0,103844000.0,30723000.0,1.96,309862280.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/HIVE.png,True,-1900275.0,280455000.0,HIVE Digital Technologies Ltd - Common Shares,NASDAQ,330907280.0,-0.5742620712363898,-0.4944782578148785,2747.0,2789.0,5536.0,2952.0
2024-12-31,MNSO,6328121000.0,5609022000.0,3109759000.0,19.84,1533760841.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/MNSO.png,True,3153178000.0,5928312000.0,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",NYSE,-1684601159.0,-187.17653037065256,27.330213375117683,1074.0,4463.0,5537.0,2955.0
2024-12-31,NSTS,1223000.0,5311000.0,31826000.0,11.73,61556999.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/NSTS.png,True,-465000.0,55975000.0,"NSTS Bancorp, Inc. - Common Stock",NASDAQ,92159999.0,-0.5045572971414637,-0.7587377215024639,2757.0,2781.0,5538.0,2956.0
2024-12-31,SATS,4305393000.0,12447900000.0,29814724000.0,19.78,5667980679.0,Communication Equipment,Technology,https://images.financialmodelingprep.com/symbol/SATS.png,True,-136379000.0,1592649000.0,EchoStar Corporation - Common stock,NASDAQ,31177311679.0,-0.4374302743102137,-0.9713224176632979,2769.0,2778.0,5547.0,2957.0
2024-12-28,EYE,73948000.0,770764000.0,816031000.0,18.86,1490952782.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/EYE.png,True,-6837000.0,-214085000.0,"National Vision Holdings, Inc. - Common Stock",NASDAQ,2233035782.0,-0.3061751206636061,-1.228176381720884,2785.0,2762.0,5547.0,2957.0
2024-03-29,GEN,846000000.0,117000000.0,8655000000.0,29.1,17934359100.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/GEN.png,True,1613000000.0,-1407000000.0,Gen Digital Inc. - Common Stock,NASDAQ,25743359100.0,6.265693586195595,-125.03875968992249,4249.0,1301.0,5550.0,2959.0
2024-09-30,COR,3132648000.0,2181410000.0,4388076000.0,279.0,54076617000.0,Medical - Distribution,Healthcare,https://images.financialmodelingprep.com/symbol/COR.png,True,2576935000.0,-6793409000.0,"Cencora, Inc. Common Stock",NYSE,55332045000.0,4.657219880450831,-55.87457846369871,3842.0,1709.0,5551.0,2960.0
2024-10-31,BNS,63860000000.0,5252000000.0,300673000000.0,50.67,63111005100.0,Banks - Diversified,Financial Services,https://images.financialmodelingprep.com/symbol/BNS.png,True,-1742000000.0,192620000000.0,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,NYSE,299924005100.0,-0.5808137962878916,-0.8803671060079242,2763.0,2791.0,5554.0,2961.0
2024-12-31,SIM,29157266000.0,19648067000.0,6194000.0,26.7,1476536700.0,Steel,Basic Materials,https://images.financialmodelingprep.com/symbol/SIM.png,True,7979690000.0,40905502000.0,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",AMEX,-27674535300.0,-28.834052364377012,13.177902032496219,1700.0,3856.0,5556.0,2962.0
2024-12-31,SHFS,2344215.0,706678000000.0,11879007.0,2.36,6571321.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/SHFS.png,True,-187877.0,-12684508299313.0,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ,16106113.0,-1.1664949823709791,1.5685395042771302e-06,2695.0,2862.0,5557.0,2963.0
2024-12-31,MNDY,1411602000.0,136279000.0,106036000.0,290.49,14749135917.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/MNDY.png,True,-21034000.0,956631000.0,monday.com Ltd. - Ordinary Shares,NASDAQ,13443569917.0,-0.1564614170928033,-1.924586653978827,2821.0,2736.0,5557.0,2963.0
2024-07-31,MAYS,1243977.0,28866800.0,29183971.0,39.0,78615420.0,Real Estate - Services,Real Estate,https://images.financialmodelingprep.com/symbol/MAYS.png,True,-379961.0,-451190.0,"J. W. Mays, Inc. - Common Stock",NASDAQ,106555414.0,-0.3565853537953501,-1.3371558801658665,2791.0,2767.0,5558.0,2965.0
2024-12-31,ALIT,343000000.0,396000000.0,2156000000.0,5.89,3108948150.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/ALIT.png,True,-10000000.0,161000000.0,"Alight, Inc. Class A Common Stock",NYSE,4921948150.0,-0.20317158359337856,-1.7953321364452424,2814.0,2746.0,5560.0,2966.0
2024-12-31,EM,787375000.0,150661000.0,6576000.0,1.09,118022072.0,Personal Products & Services,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/EM.png,True,9542724.0,2705001000.0,Smart Share Global Limited - American Depositary Shares,NASDAQ,-662776928.0,-1.439809322994418,0.3341685395540509,2660.0,2901.0,5561.0,2967.0
2023-12-31,SMX,168000.0,800000.0,4075000.0,1.44,4132224.0,Specialty Business Services,Industrials,https://images.financialmodelingprep.com/symbol/SMX.png,True,-178963.0,-17220000.0,SMX (Security Matters) Public Limited Company - Class A Ordinary Shares,NASDAQ,8039224.0,-2.22612281981445,1.0899086479902558,2598.0,2965.0,5563.0,2968.0
2024-10-31,LMNR,2996000.0,162046000.0,43703000.0,15.81,285294612.0,Agricultural Farm Products,Consumer Defensive,https://images.financialmodelingprep.com/symbol/LMNR.png,True,-1805000.0,1252000.0,Limoneira Co - Common Stock,NASDAQ,326001612.0,-0.5536782437750645,-1.1053411554336245,2780.0,2786.0,5566.0,2969.0
2024-12-31,SNCRL,33375000.0,11599000.0,210223000.0,25.14,93938451.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/SNCRL.png,True,-882001.0,41084000.0,"Synchronoss Technologies, Inc. - 8.375% Senior Notes due 2026",NASDAQ,270786451.0,-0.32571829083132375,-1.6741662395839265,2808.0,2765.0,5573.0,2970.0
2024-07-31,GWRE,547992000.0,99159000.0,442919000.0,214.5,17992410150.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/GWRE.png,True,-25859000.0,919445000.0,"Guidewire Software, Inc. Common Stock",NYSE,17887337150.0,-0.144565956258056,-2.5386705726661196,2839.0,2734.0,5573.0,2970.0
2024-06-30,MTRX,115615000.0,62648000.0,22895000.0,12.97,358108185.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/MTRX.png,True,-23456000.0,-442224000.0,Matrix Service Company - Common Stock,NASDAQ,265388185.0,-8.838373871090004,6.179526629713154,2203.0,3372.0,5575.0,2972.0
2024-12-31,NET,147691000.0,635799000.0,1463213000.0,150.36,52188717334.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/NET.png,True,-68817000.0,1803282000.0,"Cloudflare, Inc. Class A Common Stock",NYSE,53504239334.0,-0.12861971473028547,-2.821431514574547,2849.0,2729.0,5578.0,2973.0
2024-12-31,METC,33009000.0,494456000.0,102286000.0,9.9,530940742.0,Coal,Energy,https://images.financialmodelingprep.com/symbol/METC.png,True,-4914000.0,39606000.0,"Ramaco Resources, Inc. - Class A Common Stock",NASDAQ,600217742.0,-0.8187028899922122,-0.9201178889342435,2766.0,2815.0,5581.0,2974.0
2024-12-29,FATBP,23383000.0,295481000.0,1474599000.0,4.24,51874153.0,Restaurants,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/FATBP.png,True,-79240017000.0,-233513000000.0,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,NASDAQ,1503090153.0,-5271.807339156988,33.97687160886056,898.0,4685.0,5583.0,2975.0
2024-12-31,ABLLL,131944282.0,5747639.0,385913855.0,25.28,842621432.0,Insurance - Life,Financial Services,https://images.financialmodelingprep.com/symbol/ABLLL.png,True,-2357387.0,97098567.0,"Abacus Global Management, Inc. - 9.875% Fixed Rate Senior Notes due 2028",NASDAQ,1096591005.0,-0.21497413249345412,-2.2921477531217826,2835.0,2749.0,5584.0,2976.0
2024-12-29,FATBB,23383000.0,295481000.0,1474599000.0,2.9201,48382687.0,Restaurants,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/FATBB.png,True,-79240017000.0,-233513000000.0,FAT Brands Inc. - Class B Common Stock,NASDAQ,1499598687.0,-5284.081513736348,33.97687160886056,898.0,4686.0,5584.0,2976.0
2024-12-31,SJ,252540000.0,6826000.0,4798000.0,0.9486,39696807.0,Broadcasting,Communication Services,https://images.financialmodelingprep.com/symbol/SJ.png,True,35827750.0,383875000.0,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,-208045193.0,-17.2211381014701,9.17011986147975,1954.0,3632.0,5586.0,2978.0
2024-12-31,RDWR,98714000.0,34088000.0,18269000.0,24.06,1027037190.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/RDWR.png,True,-3508000.0,152406000.0,Radware Ltd. - Ordinary Shares,NASDAQ,946592190.0,-0.37059253573600687,-1.8810256630240114,2819.0,2770.0,5589.0,2979.0
2024-12-31,CYBR,526467000.0,19581000.0,11107000.0,361.29,17868933723.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/CYBR.png,True,-13306000.0,386102000.0,CyberArk Software Ltd. - Ordinary Shares,NASDAQ,17353573723.0,-0.07667584909248147,-3.279900809252544,2867.0,2723.0,5590.0,2980.0
2024-10-31,BMO,68738000000.0,6316000000.0,262440000000.0,101.87,74239188680.0,Banks - Diversified,Financial Services,https://images.financialmodelingprep.com/symbol/BMO.png,True,-2123000000.0,180056000000.0,Bank Of Montreal Common Stock,NYSE,267941188680.0,-0.7923380539061062,-1.1391196102418817,2782.0,2809.0,5591.0,2981.0
2024-03-30,VFC,674605000.0,2154247000.0,7433245000.0,14.95,5824116350.0,Apparel - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/VFC.png,True,-66777000.0,1794569000.0,V.F. Corporation Common Stock,NYSE,12582756350.0,-0.5307024799856352,-1.6910638530638047,2809.0,2783.0,5592.0,2982.0
2024-12-31,CPS,170035000.0,626493000.0,1191033000.0,24.55,430805855.0,Auto - Parts,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/CPS.png,True,-10964000.0,242132000.0,Cooper-Standard Holdings Inc. Common Stock,NYSE,1451803855.0,-0.755198435535219,-1.262224780543963,2787.0,2805.0,5592.0,2982.0
2024-10-31,VBNK,225254000.0,26619000.0,108579000.0,11.45,372340260.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/VBNK.png,True,-2804000.0,546192000.0,VersaBank - Common Shares,NASDAQ,255665260.0,-1.0967465818390814,-0.48951573904830736,2746.0,2851.0,5597.0,2984.0
2024-03-31,SMFG,78143100000000.0,1347093000000.0,34255768000000.0,14.62,93753172870.0,Banks - Diversified,Financial Services,https://images.financialmodelingprep.com/symbol/SMFG.png,True,1511538000000.0,74543668000000.0,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),NYSE,-43793578827130.0,-3.451505998097617,1.9917286110755958,2528.0,3069.0,5597.0,2984.0
2024-12-31,BWMN,6698000.0,84096000.0,150438000.0,25.72,443235332.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/BWMN.png,True,-2476000.0,41642000.0,Bowman Consulting Group Ltd. - Common Stock,NASDAQ,586975332.0,-0.42182351881186037,-1.9691739967233453,2822.0,2775.0,5597.0,2984.0
2024-12-31,TRMK,567251000.0,269110000.0,428166000.0,36.25,2192313000.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/TRMK.png,True,-20497345.0,2324824000.0,Trustmark Corporation - Common Stock,NASDAQ,2053228000.0,-0.9982985328468148,-0.7902030275249871,2760.0,2841.0,5601.0,2987.0
2024-12-31,BLRX,10436000.0,1353000.0,15040000.0,3.19,11869990.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/BLRX.png,True,-147000.0,11698000.0,BioLineRx Ltd. - American Depositary Shares,NASDAQ,16473990.0,-0.8923157049385122,-1.1263504712282584,2781.0,2826.0,5607.0,2988.0
2024-09-30,CLFD,16167000.0,39750000.0,18356000.0,37.73,533181495.0,Communication Equipment,Technology,https://images.financialmodelingprep.com/symbol/CLFD.png,True,-3735000.0,175772000.0,"Clearfield, Inc. - Common Stock",NASDAQ,535370495.0,-0.6976477103020031,-1.733001735321684,2811.0,2797.0,5608.0,2989.0
2024-12-31,CLMT,38100000.0,1679000000.0,2341200000.0,14.0,1212701000.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/CLMT.png,True,-26600001.0,48800000.0,"Calumet, Inc - Common Stock",NASDAQ,3515801000.0,-0.756584374371587,-1.5395300960759348,2802.0,2806.0,5608.0,2989.0
2024-12-31,LFMDP,35004924.0,6400596000000.0,25103230.0,24.3985,1108853269.0,Medical - Pharmaceuticals,Healthcare,https://images.financialmodelingprep.com/symbol/LFMDP.png,True,-16144681.0,-11522056.0,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",NASDAQ,1098951575.0,-1.4690984905317597,-0.000252237605106745,2707.0,2903.0,5610.0,2991.0
2024-12-31,OXBRW,2135000.0,149000.0,266000.0,0.37,12905867.0,Insurance - Reinsurance,Financial Services,https://images.financialmodelingprep.com/symbol/OXBRW.png,True,-78000.0,4161000.0,Oxbridge Re Holdings Limited - Warrant,NASDAQ,11036867.0,-0.7067222971881423,-1.8097447795823667,2816.0,2798.0,5614.0,2992.0
2024-12-31,RIG,941000000.0,15831000000.0,7247000000.0,2.73,2411302530.0,Oil & Gas Drilling,Energy,https://images.financialmodelingprep.com/symbol/RIG.png,True,-103000000.0,548000000.0,Transocean Ltd (Switzerland) Common Stock,NYSE,8717302530.0,-1.1815581671684854,-0.6288540203919654,2753.0,2866.0,5619.0,2993.0
2024-12-31,GFS,2192000000.0,8260000000.0,2320000000.0,39.7,21950639748.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/GFS.png,True,-183000000.0,3677000000.0,GlobalFoundries Inc. - Ordinary Share,NASDAQ,22078639748.0,-0.8288554099741453,-1.5330485046494096,2801.0,2818.0,5619.0,2993.0
2024-12-31,VRTX,4569600000.0,2584600000.0,1749500000.0,432.0,110936304000.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/VRTX.png,True,-284400000.0,6225600000.0,Vertex Pharmaceuticals Incorporated - Common Stock,NASDAQ,108116204000.0,-0.26305030095211257,-3.2280765476379654,2864.0,2757.0,5621.0,2995.0
2024-12-31,FINV,4672772000.0,660618000.0,34359000.0,8.84,2240179663.0,Financial - Credit Services,Financial Services,https://images.financialmodelingprep.com/symbol/FINV.png,True,3604453250.0,14647308000.0,FinVolution Group American Depositary Shares,NYSE,-2398233337.0,-150.29618654658873,23.546320056681747,1201.0,4421.0,5622.0,2996.0
2024-12-31,CERT,179183000.0,16008000.0,311897000.0,12.14,1969520760.0,Medical - Healthcare Information Services,Healthcare,https://images.financialmodelingprep.com/symbol/CERT.png,True,-6619000.0,192096000.0,"Certara, Inc. - Common Stock",NASDAQ,2102234760.0,-0.31485541605258205,-3.1806212278476145,2859.0,2764.0,5623.0,2997.0
2024-12-31,VRE,7251000.0,5145000.0,1672313000.0,15.3,1427814360.0,REIT - Residential,Real Estate,https://images.financialmodelingprep.com/symbol/VRE.png,True,39562000.0,-376242000.0,"Veris Residential, Inc. Common Stock",NYSE,3092876360.0,1.2791329298401053,-10.660824528357814,3115.0,2510.0,5625.0,2998.0
2024-12-31,MAPSW,51966000.0,38770000.0,30093000.0,0.021,2205609.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/MAPSW.png,True,13886000.0,39079000.0,"WM Technology, Inc. - Warrants",NASDAQ,-19667391.0,-70.60417927319389,17.837094888823234,1440.0,4186.0,5626.0,2999.0
2024-12-31,VSH,590286000.0,1663691000.0,1025138000.0,14.84,2011628617.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/VSH.png,True,-28172000.0,1270161000.0,"Vishay Intertechnology, Inc. Common Stock",NYSE,2446480617.0,-1.1515317065763615,-0.960239303141399,2767.0,2859.0,5626.0,2999.0
2024-12-31,HRTX,25802000.0,17650000.0,177763000.0,1.84,280717760.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/HRTX.png,True,-3204000.0,124284000.0,"Heron Therapeutics, Inc.   - Common Stock",NASDAQ,432678760.0,-0.7405031853192886,-2.257387236321107,2833.0,2802.0,5635.0,3001.0
2024-12-31,GSAT,391164000.0,705467000.0,541929000.0,18.92,2394950360.0,Telecommunications Services,Communication Services,https://images.financialmodelingprep.com/symbol/GSAT.png,True,-19299000.0,163412000.0,"Globalstar, Inc. - Common Stock",NASDAQ,2545715360.0,-0.7580973231822744,-2.2211378109034743,2829.0,2807.0,5636.0,3002.0
2024-12-31,LFMD,35004924.0,6400596000000.0,25103230.0,8.52,387213552.0,Medical - Pharmaceuticals,Healthcare,https://images.financialmodelingprep.com/symbol/LFMD.png,True,-7430512.0,-10928639.0,"LifeMD, Inc. - Common Stock",NASDAQ,377311858.0,-1.969329042396542,-0.00011609113725005142,2702.0,2941.0,5643.0,3003.0
2024-12-31,MRAM,42097000.0,7769000.0,4642000.0,6.16,138399184.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/MRAM.png,True,-989000.0,54183000.0,"Everspin Technologies, Inc. - Common Stock",NASDAQ,100944184.0,-0.979749363271885,-1.5963972107438016,2804.0,2839.0,5643.0,3003.0
2024-12-31,BLFY,42502000.0,52956000.0,364668000.0,10.12,223618604.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/BLFY.png,True,-5665000.0,317096000.0,Blue Foundry Bancorp - Common Stock,NASDAQ,545784604.0,-1.0379552589944439,-1.5308659323554528,2800.0,2844.0,5644.0,3005.0
2024-12-31,SPCB,3150000.0,3866000.0,30734000.0,6.5,22590945.0,Security & Protection Services,Industrials,https://images.financialmodelingprep.com/symbol/SPCB.png,True,-489000.0,26056000.0,"SuperCom, Ltd. - Ordinary Shares",NASDAQ,50174945.0,-0.9745900070244222,-1.6342490475235611,2807.0,2837.0,5644.0,3005.0
2024-12-31,ZG,1082000000.0,419000000.0,660000000.0,69.24,16944062792.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/ZG.png,True,-66000000.0,1503000000.0,"Zillow Group, Inc. - Class A Common Stock",NASDAQ,16522062792.0,-0.3994658586575356,-3.433922996878252,2876.0,2772.0,5648.0,3007.0
2024-03-31,CAE,160100000.0,3061400000.0,3074300000.0,25.99,8311446060.0,Aerospace & Defense,Industrials,https://images.financialmodelingprep.com/symbol/CAE.png,True,-79900000.0,-363900000.0,CAE Inc. Ordinary Shares,NYSE,11225646060.0,-0.7117630430617727,-2.9620018535681183,2851.0,2799.0,5650.0,3008.0
2024-12-31,SA,49815000.0,1251424000.0,563902000.0,11.75,1177585000.0,Gold,Basic Materials,https://images.financialmodelingprep.com/symbol/SA.png,True,-19249000.0,37827000.0,"Seabridge Gold, Inc. Ordinary Shares (Canada)",NYSE,1691672000.0,-1.13786833381412,-1.493037430259895,2797.0,2854.0,5651.0,3009.0
2024-12-31,TSM,2127627043000.0,3275108461000.0,986462000000.0,193.99,1006138798224.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/TSM.png,True,1528565357000.0,1840630000000.0,Taiwan Semiconductor Manufacturing Company Ltd.,NYSE,-135026244776.0,-1132.0505576792077,29.87966192277162,1002.0,4649.0,5651.0,3009.0
2024-12-31,NXXT,438299.0,7851781.0,8209293.0,3.06,342715838.0,Renewable Utilities,Utilities,https://images.financialmodelingprep.com/symbol/NXXT.png,True,-7893251.0,-9655552760978.0,"NextNRG, Inc. - Common Stock",NASDAQ,350486832.0,-2.2520820411307207,8.174837437172087e-05,2691.0,2968.0,5659.0,3011.0
2024-12-31,BSBK,52232208.0,15503898.0,182953545.0,6.9912,91299479.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/BSBK.png,True,-1829842.0,52232208.0,Bogota Financial Corp. - Common Stock,NASDAQ,222020816.0,-0.8241758736712327,-2.70142780277331,2843.0,2817.0,5660.0,3012.0
2024-10-31,RFIL,839000.0,20078000.0,28725000.0,4.0,42679600.0,Electrical Equipment & Parts,Industrials,https://images.financialmodelingprep.com/symbol/RFIL.png,True,-682000.0,11690000.0,"RF Industries, Ltd. - Common Stock",NASDAQ,70565600.0,-0.9664765834911061,-2.146814404432133,2827.0,2835.0,5662.0,3013.0
2025-01-31,CGNT,112719000.0,63530000.0,35530000.0,9.9,712366380.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/CGNT.png,True,-4270000.0,66792000.0,Cognyte Software Ltd. - Ordinary Shares,NASDAQ,635177380.0,-0.6722531586373558,-3.27649974678105,2866.0,2796.0,5662.0,3013.0
2024-12-31,NOVA,211192000.0,7411954000.0,8460407000.0,0.2258,28379673.0,Solar,Energy,https://images.financialmodelingprep.com/symbol/NOVA.png,True,-101114000.0,-296248000.0,Sunnova Energy International Inc. Common Stock,NYSE,8277594673.0,-1.2215384298752314,-1.4209974386237993,2793.0,2870.0,5663.0,3015.0
2024-12-31,LIF,159238000.0,2462000.0,359000.0,59.62,4556226220.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/LIF.png,True,-7976000.0,163651000.0,"Life360, Inc. - Common Stock",NASDAQ,4397347220.0,-0.18138208335524617,-4.801550751596804,2922.0,2742.0,5664.0,3016.0
2024-06-30,MCFT,7394000.0,73813000.0,49261000.0,17.54,291253454.0,Auto - Recreational Vehicles,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/MCFT.png,True,-3118000.0,55582000.0,"MasterCraft Boat Holdings, Inc. - Common Stock",NASDAQ,333120454.0,-0.9359977637398393,-2.4096757989103135,2836.0,2830.0,5666.0,3017.0
2024-12-27,ICHR,108669000.0,139328000.0,174206000.0,19.28,657831672.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/ICHR.png,True,-8147000.0,310918000.0,Ichor Holdings - Ordinary Shares,NASDAQ,723368672.0,-1.1262583403667223,-1.8094552755604714,2815.0,2852.0,5667.0,3018.0
2024-12-31,PARR,191921000.0,1584429000.0,1566923000.0,19.11,985672779.0,Oil & Gas Refining & Marketing,Energy,https://images.financialmodelingprep.com/symbol/PARR.png,True,-27885000.0,133747000.0,"Par Pacific Holdings, Inc.  Common Stock",NYSE,2360674779.0,-1.1812300554086617,-1.622942003613134,2806.0,2865.0,5671.0,3019.0
2024-06-30,PTON,697600000.0,788700000.0,2078700000.0,6.81,2546252190.0,Leisure,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/PTON.png,True,-35900000.0,528600000.0,"Peloton Interactive, Inc. - Common Stock",NASDAQ,3927352190.0,-0.9141018748308386,-2.725271388446064,2844.0,2827.0,5671.0,3019.0
2024-12-31,ANIP,144861000.0,56863000.0,624092000.0,62.0,1337600400.0,Drug Manufacturers - Specialty & Generic,Healthcare,https://images.financialmodelingprep.com/symbol/ANIP.png,True,-13383001.0,334475000.0,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,1816831400.0,-0.736612158948816,-3.4198061522264642,2874.0,2801.0,5675.0,3021.0
2024-12-31,NOAH,3822339000.0,2503362000.0,120613000.0,9.83,131555273.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/NOAH.png,True,594368500.0,5045455000.0,Noah Holdings Limited American Depositary Shares,NYSE,-3570170727.0,-16.6481814302322,7.873664178108967,2056.0,3620.0,5676.0,3022.0
2024-12-31,ROKU,2160236000.0,518195000.0,591927000.0,71.4,10471775257.0,Entertainment,Communication Services,https://images.financialmodelingprep.com/symbol/ROKU.png,True,-77776000.0,2047868000.0,"Roku, Inc. - Class A Common Stock",NASDAQ,8903466257.0,-0.8735474224867386,-3.0309466291357614,2854.0,2823.0,5677.0,3023.0
2024-12-31,INCR,78318000.0,105244000.0,211404000.0,1.53,72158931.0,Drug Manufacturers - Specialty & Generic,Healthcare,https://images.financialmodelingprep.com/symbol/INCR.png,True,-2970000.0,165051000.0,Intercure Ltd. - ordinary shares,NASDAQ,205244931.0,-1.4470515717633,-1.0987994598494237,2778.0,2902.0,5680.0,3024.0
2023-12-31,TTGT,226668000.0,42083000.0,431164000.0,8.74,624508921.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/TTGT.png,True,-9091000.0,367178000.0,"TechTarget, Inc. - Common Stock",NASDAQ,829004921.0,-1.0966159270844666,-2.2213208685899706,2830.0,2850.0,5680.0,3024.0
2024-06-30,SRBK,45909000.0,7730000.0,2403000.0,13.11,111153083.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/SRBK.png,True,-1404000.0,786284000.0,"SR Bancorp, Inc. - Common stock",NASDAQ,67647083.0,-2.0754775191119474,-0.17682307868627,2723.0,2957.0,5680.0,3024.0
2024-12-31,BRY,15336000.0,1320380000.0,429633000.0,3.19,247531878.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/BRY.png,True,-10956000.0,-38237000.0,Berry Corporation (bry) - Common Stock,NASDAQ,661828878.0,-1.6554128059670432,-0.8545068685786219,2761.0,2920.0,5681.0,3027.0
2024-12-31,ICON,946000.0,26098000.0,15931000.0,1.9,4151937.0,Marine Shipping,Industrials,https://images.financialmodelingprep.com/symbol/ICON.png,True,-291000.0,-2041000.0,Icon Energy Corp. - Common stock,NASDAQ,19136937.0,-1.5206195223404873,-1.2096271355530614,2784.0,2906.0,5690.0,3028.0
2024-12-31,PHAR,53037443.0,23296550.0,108416703.0,9.9999,680302197.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/PHAR.png,True,-7102469.0,204638000.0,"Pharming Group N.V. - ADS, each representing 10 ordinary shares",NASDAQ,735681457.0,-0.9654272147843466,-3.116012469368948,2858.0,2834.0,5692.0,3029.0
2024-12-31,FBLA,98845000.0,54145000.0,73500000.0,11.32,224560500.0,Banks,Financial Services,https://images.financialmodelingprep.com/symbol/FBLA.png,True,-3035000.0,206844000.0,"FB Bancorp, Inc. - Common Stock",NASDAQ,199215500.0,-1.523475833958703,-1.1628842594898636,2783.0,2909.0,5692.0,3029.0
2024-12-31,BATRA,110144000.0,807485000.0,720965000.0,44.33,2565980520.0,Entertainment,Communication Services,https://images.financialmodelingprep.com/symbol/BATRA.png,True,-44937000.0,2221000000.0,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,3176801520.0,-1.414535963833208,-1.4838112125369616,2796.0,2897.0,5693.0,3031.0
2024-12-31,RBBN,87770000.0,94908000.0,383670000.0,3.54,624965760.0,Telecommunications Services,Communication Services,https://images.financialmodelingprep.com/symbol/RBBN.png,True,-7507000.0,119883000.0,Ribbon Communications Inc.  - Common Stock,NASDAQ,920865760.0,-0.8152111117694288,-3.495025396781057,2880.0,2814.0,5694.0,3032.0
